ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Kor-1_tree-1-1,Kor-1_tree-1,iwi,47,false,expert,Valenzuela2023,,,
MatMay-1_tree-1-1,MatMay-1_tree-1,iwi,47,false,expert,Valenzuela2023,,,
Shan-2_tooth-1-1,Shan-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
Kat-2_tooth-1-1,Kat-2_tooth-1,ʂita,46,false,expert,Valenzuela2023,,,
Ama-2_tooth-1-1,Ama-2_tooth-1,xɨta,46,false,expert,Valenzuela2023,,,
HanKax-2_tooth-1-1,HanKax-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
Maw-2_tooth-1-1,Maw-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
Yaw-2_tooth-1-1,Yaw-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
Kor-2_tooth-1-1,Kor-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
Mat-2_tooth-1-1,Mat-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
MatMay-2_tooth-1-1,MatMay-2_tooth-1,ʂɨta,46,false,expert,Valenzuela2023,,,
Shan-3_two-1-1,Shan-3_two-1,rafu,48,false,expert,Valenzuela2023,,,
Kat-3_two-1-1,Kat-3_two-1,raβi,48,false,expert,Valenzuela2023,,,
Poy-3_two-1-1,Poy-3_two-1,raβu,48,false,expert,Valenzuela2023,,,
Ama-3_two-1-1,Ama-3_two-1,raβɨ,48,false,expert,Valenzuela2023,,,
Maw-3_two-1-1,Maw-3_two-1,raɸɨ,48,false,expert,Valenzuela2023,,,
Yaw-3_two-1-1,Yaw-3_two-1,raβɨ,48,false,expert,Valenzuela2023,,,
Kor-3_two-1-1,Kor-3_two-1,ɬaβɨtpa,48,false,expert,Valenzuela2023,,,
Mat-3_two-1-1,Mat-3_two-1,dabɨdpa,48,false,expert,Valenzuela2023,,,
MatMay-3_two-1-1,MatMay-3_two-1,daɨd,48,false,expert,Valenzuela2023,,,
Shan-4_liver-1-1,Shan-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
Kat-4_liver-1-1,Kat-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
Poy-4_liver-1-1,Poy-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
Ama-4_liver-1-1,Ama-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
HanKax-4_liver-1-1,HanKax-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
Maw-4_liver-1-1,Maw-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
Yaw-4_liver-1-1,Yaw-4_liver-1,taka,34,false,expert,Valenzuela2023,,,
Kor-4_liver-1-1,Kor-4_liver-1,takʷa,34,false,expert,Valenzuela2023,,,
Mat-4_liver-1-1,Mat-4_liver-1,takua,34,false,expert,Valenzuela2023,,,
MatMay-4_liver-1-1,MatMay-4_liver-1,takʷa,34,false,expert,Valenzuela2023,,,
Shan-5_leaf-1-1,Shan-5_leaf-1,pɨj,32,false,expert,Valenzuela2023,,,
Kat-5_leaf-1-1,Kat-5_leaf-1,pɨi,32,false,expert,Valenzuela2023,,,
Poy-5_leaf-1-1,Poy-5_leaf-1,puy,32,false,expert,Valenzuela2023,,,
Ama-5_leaf-1-1,Ama-5_leaf-1,pɨʔi,32,false,expert,Valenzuela2023,,,
HanKax-5_leaf-1-1,HanKax-5_leaf-1,pɨi,32,false,expert,Valenzuela2023,,,
Maw-5_leaf-1-1,Maw-5_leaf-1,pɨi,32,false,expert,Valenzuela2023,,,
Yaw-5_leaf-1-1,Yaw-5_leaf-1,pɨi,32,false,expert,Valenzuela2023,,,
Mat-5_leaf-1-1,Mat-5_leaf-1,pɨi,32,false,expert,Valenzuela2023,,,
MatMay-5_leaf-1-1,MatMay-5_leaf-1,pɨ,32,false,expert,Valenzuela2023,,,
Shan-6_bone-1-1,Shan-6_bone-1,ʂaw,5,false,expert,Valenzuela2023,,,
Kat-6_bone-1-1,Kat-6_bone-1,ʃau,5,false,expert,Valenzuela2023,,,
Poy-6_bone-1-1,Poy-6_bone-1,haw,5,false,expert,Valenzuela2023,,,
Ama-6_bone-1-1,Ama-6_bone-1,xao,5,false,expert,Valenzuela2023,,,
HanKax-6_bone-1-1,HanKax-6_bone-1,ʂau,5,false,expert,Valenzuela2023,,,
Maw-6_bone-1-1,Maw-6_bone-1,ʂao,5,false,expert,Valenzuela2023,,,
Yaw-6_bone-1-1,Yaw-6_bone-1,ʃau,5,false,expert,Valenzuela2023,,,
