ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Shell,ConceptInSource
ProPaTa-38_augmentative-1,,ProPaTa,38_augmentative,-pa,-pa,p a,None,Valenzuela2023,3,,,,( - - - ) p ( - ) a ( - ),81,AUGMENTATIVE
ProPa-38_augmentative-1,,ProPa,38_augmentative,pa,pa,p a,None,Valenzuela2023,3,,,,( - - - ) p ( - ) a ( - ),81,AUGMENTATIVE
SK-38_augmentative-1,,SK,38_augmentative,-n ewá,-n_ewá,n + e w !á/a,None,Valenzuela2023,3,,,,( n + e ) w ( - ) !á/a ( - ),81,AUGMENTATIVE
Kap-38_augmentative-1,,Kap,38_augmentative,-ahhuan,-ahhuan,a h h u a n,None,Valenzuela2023,3,,,,( - a h ) h ( u ) a ( n ),81,AUGMENTATIVE
Chak-38_augmentative-1,,Chak,38_augmentative,-wa,-wa,w a,None,Valenzuela2023,3,,,,( - - - ) w ( - ) a ( - ),81,AUGMENTATIVE
Yam-38_augmentative-1,,Yam,38_augmentative,-nfã,-nfã,n f !ã/a,None,Valenzuela2023,3,,,,( n - - ) f ( - ) !ã/a ( - ),81,AUGMENTATIVE
ProPaTa-39_dotrauxiliarytr-1,,ProPaTa,39_dotrauxiliarytr,ʔak-,ʔak-,ʔ a k,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) k ( - ),1,"DO (TR.),AUXILIARY (TR.)"
ProPa-39_dotrauxiliarytr-1,,ProPa,39_dotrauxiliarytr,ʔak-,ʔak-,ʔ a k,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) k ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Ksh-39_dotrauxiliarytr-1,,Ksh,39_dotrauxiliarytr,ʔa-,ʔa-,ʔ a,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
SK-39_dotrauxiliarytr-1,,SK,39_dotrauxiliarytr,ʔa-,ʔa-,ʔ a,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Kap-39_dotrauxiliarytr-1,,Kap,39_dotrauxiliarytr,ʔa-,ʔa-,ʔ a,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Mar-39_dotrauxiliarytr-1,,Mar,39_dotrauxiliarytr,a,a,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Chak-39_dotrauxiliarytr-1,,Chak,39_dotrauxiliarytr,ʔa-,ʔa-,ʔ a,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Kax-39_dotrauxiliarytr-1,,Kax,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Yam-39_dotrauxiliarytr-1,,Yam,39_dotrauxiliarytr,ak-,ak-,a k,None,Valenzuela2023,16,,,,( - ) a ( - ) k ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Chan-39_dotrauxiliarytr-1,,Chan,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Shar-39_dotrauxiliarytr-1,,Shar,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
ProPaTa-40_transitivizer-1,,ProPaTa,40_transitivizer,-[w]a,-wa,w a,None,Valenzuela2023,41,,,,w a,1,TRANSITIVIZER
ProPa-40_transitivizer-1,,ProPa,40_transitivizer,-wa,-wa,w a,None,Valenzuela2023,41,,,,w a,1,TRANSITIVIZER
Ksh-40_transitivizer-1,,Ksh,40_transitivizer,-ɔ,-ɔ,ɔ,None,Valenzuela2023,41,,,,- ɔ,1,TRANSITIVIZER
Chak-40_transitivizer-1,,Chak,40_transitivizer,-wa,-wa,w a,None,Valenzuela2023,41,,,,w a,1,TRANSITIVIZER
ProPaTa-41_detransitivizerreflexive-1,,ProPaTa,41_detransitivizerreflexive,-t[i],-ti,t i,None,Valenzuela2023,15,,,,t i,None,"DETRANSITIVIZER,REFLEXIVE"
ProPa-41_detransitivizerreflexive-1,,ProPa,41_detransitivizerreflexive,-t,-t,t,None,Valenzuela2023,15,,,,t -,None,"DETRANSITIVIZER,REFLEXIVE"
Ksh-41_detransitivizerreflexive-1,,Ksh,41_detransitivizerreflexive,-t,-t,t,None,Valenzuela2023,15,,,,t -,None,"DETRANSITIVIZER,REFLEXIVE"
SK-41_detransitivizerreflexive-1,,SK,41_detransitivizerreflexive,-t,-t,t,None,Valenzuela2023,15,,,,t -,None,"DETRANSITIVIZER,REFLEXIVE"
ProPaTa-42_ergative-1,,ProPaTa,42_ergative,-N[a],-Na,!N/n a,None,Valenzuela2023,18,,,,!N/n a,None,ERGATIVE
ProPa-42_ergative-1,,ProPa,42_ergative,-n,-n,n,None,Valenzuela2023,18,,,,n -,None,ERGATIVE
Ksh-42_ergative-1,,Ksh,42_ergative,=(a)n,=n,n,None,Valenzuela2023,18,,,,n -,None,ERGATIVE
SK-42_ergative-1,,SK,42_ergative,=n,=n,n,None,Valenzuela2023,18,,,,n -,None,ERGATIVE
Kap-42_ergative-1,,Kap,42_ergative,-n,-n,n,None,Valenzuela2023,18,,,,n -,None,ERGATIVE
ProPaTa-43_previouseventsamesubject-1,,ProPaTa,43_previouseventsamesubject,-ṣu,-ṣu,s u,None,Valenzuela2023,38,,,,( - ) s u ( - - ),None,"PREVIOUS EVENT, SAME-SUBJECT"
ProPa-43_previouseventsamesubject-1,,ProPa,43_previouseventsamesubject,-ʂo-n,-ʂo-n,ʂ o + n,None,Valenzuela2023,38,,,,( - ) ʂ o ( + n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
Ksh-43_previouseventsamesubject-1,,Ksh,43_previouseventsamesubject,-ʂun,-ʂun,ʂ u n,None,Valenzuela2023,38,,,,( - ) ʂ u ( - n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
SK-43_previouseventsamesubject-1,,SK,43_previouseventsamesubject,-ʂon,-ʂon,ʂ o n,None,Valenzuela2023,38,,,,( - ) ʂ o ( - n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
Chak-43_previouseventsamesubject-1,,Chak,43_previouseventsamesubject,-ʂo,-ʂo,ʂ o,None,Valenzuela2023,38,,,,( - ) ʂ o ( - - ),None,"PREVIOUS EVENT, SAME-SUBJECT"
Kax-43_previouseventsamesubject-1,,Kax,43_previouseventsamesubject,-ʂu,-ʂu,ʂ u,None,Valenzuela2023,38,,,,( - ) ʂ u ( - - ),None,"PREVIOUS EVENT, SAME-SUBJECT"
ProPaTa-44_comitativealongwith-1,,ProPaTa,44_comitativealongwith,bɨta,bɨta,b ɨ t a,None,Valenzuela2023,8,,,,b ɨ t a,24,"COMITATIVE,ALONG WITH"
ProPa-44_comitativealongwith-1,,ProPa,44_comitativealongwith,βɨta,βɨta,β ɨ t a,None,Valenzuela2023,8,,,,β ɨ t a,24,"COMITATIVE,ALONG WITH"
Ksh-44_comitativealongwith-1,,Ksh,44_comitativealongwith,-bɨ~-bɨtan,-bɨ,b ɨ,None,Valenzuela2023,8,,,,b ɨ - -,24,"COMITATIVE,ALONG WITH"
SK-44_comitativealongwith-1,,SK,44_comitativealongwith,-bɨ,-bɨ,b ɨ,None,Valenzuela2023,8,,,,b ɨ - -,24,"COMITATIVE,ALONG WITH"
Chak-44_comitativealongwith-1,,Chak,44_comitativealongwith,-bɨta,-bɨta,b ɨ t a,None,Valenzuela2023,8,,,,b ɨ t a,24,"COMITATIVE,ALONG WITH"
Yam-44_comitativealongwith-1,,Yam,44_comitativealongwith,-fɨtã,-fɨtã,f ɨ t !ã/a,None,Valenzuela2023,8,,,,f ɨ t !ã/a,24,"COMITATIVE,ALONG WITH"
Ama-27_1stsgi-1,,Ama,27_1stsgi,ɨ,ɨ,ɨ,None,Valenzuela2023,1,,,,- ɨ ( - - - ),11,1st SG 'I'
HanKax-27_1stsgi-1,,HanKax,27_1stsgi,ɨ,ɨ,ɨ,None,Valenzuela2023,1,,,,- ɨ ( - - - ),11,1st SG 'I'
Maw-27_1stsgi-1,,Maw,27_1stsgi,ɨ,ɨ,ɨ,None,Valenzuela2023,1,,,,- ɨ ( - - - ),11,1st SG 'I'
Ama-28_2ndsgyou-1,,Ama,28_2ndsgyou,miya,miya,m i j a,None,Valenzuela2023,2,,,,m i ( j - a - - ),72,2nd SG 'you'
HanKax-28_2ndsgyou-1,,HanKax,28_2ndsgyou,mia,mia,m i a,None,Valenzuela2023,2,,,,m i ( - - a - - ),72,2nd SG 'you'
Maw-28_2ndsgyou-1,,Maw,28_2ndsgyou,mia,mia,m i a,None,Valenzuela2023,2,,,,m i ( - - a - - ),72,2nd SG 'you'
Kor-28_2ndsgyou-1,,Kor,28_2ndsgyou,mi,mi,m i,None,Valenzuela2023,2,,,,m i ( - - - - - ),72,2nd SG 'you'
Mat-28_2ndsgyou-1,,Mat,28_2ndsgyou,"mi (minbi,mibi,min)",mi_,m i,None,Valenzuela2023,2,,,,m i ( - - - - - ),72,2nd SG 'you'
MatMay-28_2ndsgyou-1,,MatMay,28_2ndsgyou,"mi (minbi,mibi,min)",mi_,m i,None,Valenzuela2023,2,,,,m i ( - - - - - ),72,2nd SG 'you'
MatMay-29_demonstrative-1,,MatMay,29_demonstrative,uid,uid,u i d,None,Valenzuela2023,11,,,,- u ( - - - i d ),14,DEMONSTRATIVE distal
MatMay-30_demonstrativeproximate-1,,MatMay,30_demonstrativeproximate,nɨid,nɨid,n ɨ i d,None,Valenzuela2023,13,,,,( - ) n ɨ ( - i d - ),79,DEMONSTRATIVE proximate
Shan-32_imperative-1,,Shan,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Kat-32_imperative-1,,Kat,32_imperative,wɨ,wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
HanKax-32_imperative-1,,HanKax,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Maw-32_imperative-1,,Maw,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Yaw-32_imperative-1,,Yaw,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
MatMay-33_goingdowndownward-1,,MatMay,33_goingdowndownward,-bud,-bud,b u d,None,Valenzuela2023,26,,,,( - - ) b u d - ( - - - ),None,"GOING DOWN,DOWNWARD"
Ama-34_docoming-1,,Ama,34_docoming,-vɨran,-vɨran,b ɨ r a n,None,Valenzuela2023,17,,,,( - - ) b ɨ ( r a n - ),None,DO COMING
MatMay-34_docoming-1,,MatMay,34_docoming,-bɨtsen,-bɨtsen,b ɨ ts e n,None,Valenzuela2023,17,,,,( - - ) b ɨ ( ts - e n ),None,DO COMING
Ama-35_desiderative-1,,Ama,35_desiderative,-katsi,-katsi,k a ts i,None,Valenzuela2023,14,,,,k a ts i ( - - - - ),53,DESIDERATIVE
MatMay-35_desiderative-1,,MatMay,35_desiderative,"-kas-,katsi",-kas-,k a s,None,Valenzuela2023,14,,,,k a s - ( - - - - ),53,DESIDERATIVE
Shan-36_negative-1,,Shan,36_negative,"-ma,-yama,",-ma,m a,"'negación general','negación de imperativo",Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Kat-36_negative-1,,Kat,36_negative,"yama,ma",yama,j a m a,"'no tener,negativo','no'",Valenzuela2023,36,,,,( j a ) m a ( - ),61,NEGATIVE
Poy-36_negative-1,,Poy,36_negative,ba,ba,b a,'asertivo negativo',Valenzuela2023,36,,,,( - - ) b a ( - ),61,NEGATIVE
Ama-36_negative-1,,Ama,36_negative,-yama,-yama,j a m a,None,Valenzuela2023,36,,,,( j a ) m a ( - ),61,NEGATIVE
HanKax-36_negative-1,,HanKax,36_negative,"-ma,-yama",-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Maw-36_negative-1,,Maw,36_negative,-ma,-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Yaw-36_negative-1,,Yaw,36_negative,-ma,-ma,m a,'negación',Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Kor-36_negative-1,,Kor,36_negative,-ma,-ma,m a,'negación pasado',Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Mat-36_negative-1,,Mat,36_negative,-ama,-ama,a m a,'negación pasado',Valenzuela2023,36,,,,( - a ) m a ( - ),61,NEGATIVE
Shan-37_causative-1,,Shan,37_causative,-ma,-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Ama-37_causative-1,,Ama,37_causative,-ma-,-ma-,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
HanKax-37_causative-1,,HanKax,37_causative,-ma-,-ma-,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Maw-37_causative-1,,Maw,37_causative,-ma,-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Yaw-37_causative-1,,Yaw,37_causative,-ma-,-ma-,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Kor-37_causative-1,,Kor,37_causative,-me,-me,m e,None,Valenzuela2023,7,,,,m e ( - - ),None,CAUSATIVE
Mat-37_causative-1,,Mat,37_causative,-me,-me,m e,None,Valenzuela2023,7,,,,m e ( - - ),None,CAUSATIVE
MatMay-37_causative-1,,MatMay,37_causative,-me,-me,m e,None,Valenzuela2023,7,,,,m e ( - - ),None,CAUSATIVE
MatMay-38_augmentative-1,,MatMay,38_augmentative,-pa,-pa,p a,None,Valenzuela2023,3,,,,( - - - ) p ( - ) a ( - ),81,AUGMENTATIVE
Ama-39_dotrauxiliarytr-1,,Ama,39_dotrauxiliarytr,ʔa-,ʔa-,ʔ a,None,Valenzuela2023,16,,,,( ʔ ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
HanKax-39_dotrauxiliarytr-1,,HanKax,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Maw-39_dotrauxiliarytr-1,,Maw,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Kor-39_dotrauxiliarytr-1,,Kor,39_dotrauxiliarytr,ak-,ak-,a k,None,Valenzuela2023,16,,,,( - ) a ( - ) k ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Mat-39_dotrauxiliarytr-1,,Mat,39_dotrauxiliarytr,ak-,ak-,a k,None,Valenzuela2023,16,,,,( - ) a ( - ) k ( - ),1,"DO (TR.),AUXILIARY (TR.)"
MatMay-39_dotrauxiliarytr-1,,MatMay,39_dotrauxiliarytr,ak-,ak-,a k,None,Valenzuela2023,16,,,,( - ) a ( - ) k ( - ),1,"DO (TR.),AUXILIARY (TR.)"
HanKax-40_transitivizer-1,,HanKax,40_transitivizer,"wa-,-wa",wa-,w a,None,Valenzuela2023,41,,,,w a,1,TRANSITIVIZER
MatMay-42_ergative-1,,MatMay,42_ergative,-n,-n,n,None,Valenzuela2023,18,,,,n -,None,ERGATIVE
Ama-43_previouseventsamesubject-1,,Ama,43_previouseventsamesubject,=çon,=çon,ts o n,None,Valenzuela2023,38,,,,( - ) ts o ( - n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
HanKax-43_previouseventsamesubject-1,,HanKax,43_previouseventsamesubject,=ʂun,=ʂun,ʂ u n,None,Valenzuela2023,38,,,,( - ) ʂ u ( - n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
Mat-43_previouseventsamesubject-1,,Mat,43_previouseventsamesubject,=ʂun,=ʂun,ʂ u n,None,Valenzuela2023,38,,,,( - ) ʂ u ( - n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
MatMay-43_previouseventsamesubject-1,,MatMay,43_previouseventsamesubject,=ʂun,=ʂun,ʂ u n,None,Valenzuela2023,38,,,,( - ) ʂ u ( - n ),None,"PREVIOUS EVENT, SAME-SUBJECT"
Ama-44_comitativealongwith-1,,Ama,44_comitativealongwith,"-wɨ,-wɨtã",-wɨ,w ɨ,None,Valenzuela2023,8,,,,w ɨ - -,24,"COMITATIVE,ALONG WITH"
HanKax-44_comitativealongwith-1,,HanKax,44_comitativealongwith,"-bɨ,-bɨtã",-bɨ,b ɨ,None,Valenzuela2023,8,,,,b ɨ - -,24,"COMITATIVE,ALONG WITH"
Maw-44_comitativealongwith-1,,Maw,44_comitativealongwith,"-fɨta,fɨtã",-fɨta,f ɨ t a,None,Valenzuela2023,8,,,,f ɨ t a,24,"COMITATIVE,ALONG WITH"
MatMay-44_comitativealongwith-1,,MatMay,44_comitativealongwith,"-bid (S),-bɨta (O),-bɨtan (A)",-bid_,b i d,None,Valenzuela2023,8,,,,b i d -,24,"COMITATIVE,ALONG WITH"
ProTa-27_1stsgi-1,,ProTa,27_1stsgi,e,e,e,None,Valenzuela2023,1,,,,- e ( - - - ),11,1st SG 'I'
Tac-27_1stsgi-1,,Tac,27_1stsgi,e-ma,e-ma,e + m a,None,Valenzuela2023,1,,,,- e ( + m a ),11,1st SG 'I'
ReyMar-27_1stsgi-1,,ReyMar,27_1stsgi,e-me/éme,e-me,e + m e,None,Valenzuela2023,1,,,,- e ( + m e ),11,1st SG 'I'
Aro-27_1stsgi-1,,Aro,27_1stsgi,"ema,yama",ema,e m a,None,Valenzuela2023,1,,,,- e ( - m a ),11,1st SG 'I'
Cav-27_1stsgi-1,,Cav,27_1stsgi,e-ra,e-ra,e + r a,None,Valenzuela2023,1,,,,- e ( + r a ),11,1st SG 'I'
Ese-27_1stsgi-1,,Ese,27_1stsgi,"ea,eyaya",ea,e a,None,Valenzuela2023,1,,,,- e ( - - a ),11,1st SG 'I'
ProTa-28_2ndsgyou-1,,ProTa,28_2ndsgyou,mi,mi,m i,Girard additionally lists -mikia for Arasa.,Valenzuela2023,2,,,,m i ( - - - - - ),72,2nd SG 'you'
Tac-28_2ndsgyou-1,,Tac,28_2ndsgyou,mi-ke,mi-ke,m i + k e,None,Valenzuela2023,2,,,,m i ( + k e - - ),72,2nd SG 'you'
ReyMar-28_2ndsgyou-1,,ReyMar,28_2ndsgyou,mibe/mive,mibe,m i b e,None,Valenzuela2023,2,,,,m i ( b - e - - ),72,2nd SG 'you'
Aro-28_2ndsgyou-1,,Aro,28_2ndsgyou,mitya,mitya,m i t j a,None,Valenzuela2023,2,,,,m i ( t j a - - ),72,2nd SG 'you'
Cav-28_2ndsgyou-1,,Cav,28_2ndsgyou,mi-kwana,mi-kwana,m i + kʷ a n a,None,Valenzuela2023,2,,,,m i ( + kʷ a n a ),72,2nd SG 'you'
Ese-28_2ndsgyou-1,,Ese,28_2ndsgyou,mi-a,mi-a,m i + a,None,Valenzuela2023,2,,,,m i ( + - a - - ),72,2nd SG 'you'
ProTa-29_demonstrative-1,,ProTa,29_demonstrative,u-,u-,u,None,Valenzuela2023,11,,,,- u ( - - - - - ),14,DEMONSTRATIVE 'this' 'he'
Tac-29_demonstrative-1,,Tac,29_demonstrative,u-ha,u-ha,u + h a,None,Valenzuela2023,11,,,,- u ( + h a - - ),14,DEMONSTRATIVE 'this' 'he'
Cav-29_demonstrative-1,,Cav,29_demonstrative,o-ho,o-ho,o + h o,None,Valenzuela2023,11,,,,- o ( + h o - - ),14,DEMONSTRATIVE 'this' 'he'
Ese-29_demonstrative-1,,Ese,29_demonstrative,o-haya,o-haya,o + h a j a,None,Valenzuela2023,11,,,,- o ( + h a j a ),14,DEMONSTRATIVE 'this' 'he'
ProTa-30_demonstrativeproximate-1,,ProTa,30_demonstrativeproximate,ree-,ree-,r e e,None,Valenzuela2023,13,,,,( - ) r e ( e - - - ),79,DEMONSTRATIVE proximate
Tac-30_demonstrativeproximate-1,,Tac,30_demonstrativeproximate,ye,ye,j e,None,Valenzuela2023,13,,,,( - ) j e ( - - - - ),79,DEMONSTRATIVE proximate
Cav-30_demonstrativeproximate-1,,Cav,30_demonstrativeproximate,reeke,reeke,r e e k e,None,Valenzuela2023,13,,,,( - ) r e ( e k e - ),79,DEMONSTRATIVE proximate
Ese-30_demonstrativeproximate-1,,Ese,30_demonstrativeproximate,hikio,hikio,h i k i o,None,Valenzuela2023,13,,,,( - ) h i ( - k i o ),79,DEMONSTRATIVE proximate
ProTa-31_genitive-1,,ProTa,31_genitive,-kʷe,-kʷe,kʷ e,Girard additionally lists -kwe for Warayo.,Valenzuela2023,25,,,,kʷ e ( - ) - ( - ),44,GENITIVE
Tac-31_genitive-1,,Tac,31_genitive,-ke,-ke,k e,None,Valenzuela2023,25,,,,k e ( - ) - ( - ),44,GENITIVE
ReyMar-31_genitive-1,,ReyMar,31_genitive,ki-/-,ki-,k i,'possessive prefix',Valenzuela2023,25,,,,k i ( - ) - ( - ),44,GENITIVE
Cav-31_genitive-1,,Cav,31_genitive,-kwe,-kwe,kʷ e,None,Valenzuela2023,25,,,,kʷ e ( - ) - ( - ),44,GENITIVE
Ese-31_genitive-1,,Ese,31_genitive,-kwe,-kwe,kʷ e,None,Valenzuela2023,25,,,,kʷ e ( - ) - ( - ),44,GENITIVE
ProTa-32_imperative-1,,ProTa,32_imperative,-kʷe,-kʷe,kʷ e,Girard additionally lists -he for Warisa.,Valenzuela2023,29,,,,kʷ e,43,IMPERATIVE
Tac-32_imperative-1,,Tac,32_imperative,-ke,-ke,k e,None,Valenzuela2023,29,,,,k e,43,IMPERATIVE
Cav-32_imperative-1,,Cav,32_imperative,-kwe,-kwe,kʷ e,None,Valenzuela2023,29,,,,kʷ e,43,IMPERATIVE
ProTa-33_goingdowndownward-1,,ProTa,33_goingdowndownward,"-bu,-bute",-bu,b u t e,"For first form, Girard additionally lists -anibuteni for Warisa. For second form, see footnote 67.",Valenzuela2023,26,,,,( - - ) b u t e ( - - - ),None,"GOING DOWN,DOWNWARD"
Tac-33_goingdowndownward-1,,Tac,33_goingdowndownward,"e-bute-hi,-ute",e-bute-hi,e + b u t e + h i,None,Valenzuela2023,26,,,,( e + ) b u t e ( + h i ),None,"GOING DOWN,DOWNWARD"
ReyMar-33_goingdowndownward-1,,ReyMar,33_goingdowndownward,"-/animabotia,-bute/-",bute,b u t e,None,Valenzuela2023,26,,,,( - - ) b u t e ( - - - ),None,"GOING DOWN,DOWNWARD"
Aro-33_goingdowndownward-1,,Aro,33_goingdowndownward,-bote,-bote,b o t e,None,Valenzuela2023,26,,,,( - - ) b o t e ( - - - ),None,"GOING DOWN,DOWNWARD"
Cav-33_goingdowndownward-1,,Cav,33_goingdowndownward,"e-bote,-bute/-butya",e-bote,e + b o t e,None,Valenzuela2023,26,,,,( e + ) b o t e ( - - - ),None,"GOING DOWN,DOWNWARD"
Ese-33_goingdowndownward-1,,Ese,33_goingdowndownward,'oke/-'okya,'oke,o k e,None,Valenzuela2023,26,,,,( - - ) - o k e ( - - - ),None,"GOING DOWN,DOWNWARD"
ProTa-34_docoming-1,,ProTa,34_docoming,-be,-be,b e,Guillaume 2017:233,Valenzuela2023,17,,,,( - - ) b e ( - - - - ),None,DO COMING
Tac-34_docoming-1,,Tac,34_docoming,-be,-be,b e,None,Valenzuela2023,17,,,,( - - ) b e ( - - - - ),None,DO COMING
ReyMar-34_docoming-1,,ReyMar,34_docoming,-bebe/-,-bebe,b e b e,None,Valenzuela2023,17,,,,( - - ) b e ( b - e - ),None,DO COMING
Cav-34_docoming-1,,Cav,34_docoming,-be,-be,b e,None,Valenzuela2023,17,,,,( - - ) b e ( - - - - ),None,DO COMING
Ese-34_docoming-1,,Ese,34_docoming,-jebe,-jebe,j e b e,None,Valenzuela2023,17,,,,( j e ) b e ( - - - - ),None,DO COMING
ProTa-35_desiderative-1,,ProTa,35_desiderative,-katsa,-katsa,k a ts a,None,Valenzuela2023,14,,,,k a ts a ( - - - - ),53,DESIDERATIVE
Tac-35_desiderative-1,,Tac,35_desiderative,-tsa,-tsa,ts a,None,Valenzuela2023,14,,,,- - ts a ( - - - - ),53,DESIDERATIVE
Aro-35_desiderative-1,,Aro,35_desiderative,-hae,-hae,h a e,None,Valenzuela2023,14,,,,h a - e ( - - - - ),53,DESIDERATIVE
Cav-35_desiderative-1,,Cav,35_desiderative,-kara,-kara,k a r a,None,Valenzuela2023,14,,,,k a r a ( - - - - ),53,DESIDERATIVE
Ese-35_desiderative-1,,Ese,35_desiderative,-sa,-sa,s a,None,Valenzuela2023,14,,,,- - s a ( - - - - ),53,DESIDERATIVE
ProTa-36_negative-1,,ProTa,36_negative,-(a)ma,-ma,m a,verbal and nominal,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Tac-36_negative-1,,Tac,36_negative,-(a)ma,-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Cav-36_negative-1,,Cav,36_negative,-(a)ma,-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Ese-36_negative-1,,Ese,36_negative,-(a)ma,-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
ProTa-37_causative-1,,ProTa,37_causative,-me[re],-mere,m e r e,Girard reconstructs *-me[re] based on Tacana –meand Cavineña –mere. To this we can now add Ese’ Ejja -mee and Araona -me.,Valenzuela2023,7,,,,m e ( r e ),None,CAUSATIVE
Tac-37_causative-1,,Tac,37_causative,-me,-me,m e,None,Valenzuela2023,7,,,,m e ( - - ),None,CAUSATIVE
Aro-37_causative-1,,Aro,37_causative,-me,-me,m e,None,Valenzuela2023,7,,,,m e ( - - ),None,CAUSATIVE
Cav-37_causative-1,,Cav,37_causative,-mere,-mere,m e r e,None,Valenzuela2023,7,,,,m e ( r e ),None,CAUSATIVE
Ese-37_causative-1,,Ese,37_causative,-mee,-mee,m e e,None,Valenzuela2023,7,,,,m e ( - e ),None,CAUSATIVE
ProTa-38_augmentative-1,,ProTa,38_augmentative,-pa,-pa,p a,None,Valenzuela2023,3,,,,( - - - ) p ( - ) a ( - ),81,AUGMENTATIVE
Tac-38_augmentative-1,,Tac,38_augmentative,-pa,-pa,p a,None,Valenzuela2023,3,,,,( - - - ) p ( - ) a ( - ),81,AUGMENTATIVE
Cav-38_augmentative-1,,Cav,38_augmentative,-pa,-pa,p a,None,Valenzuela2023,3,,,,( - - - ) p ( - ) a ( - ),81,AUGMENTATIVE
ProTa-39_dotrauxiliarytr-1,,ProTa,39_dotrauxiliarytr,a-,a-,a,Girard additionally lists age for Warisa.,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Tac-39_dotrauxiliarytr-1,,Tac,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Cav-39_dotrauxiliarytr-1,,Cav,39_dotrauxiliarytr,a-,a-,a,None,Valenzuela2023,16,,,,( - ) a ( - ) - ( - ),1,"DO (TR.),AUXILIARY (TR.)"
Ese-39_dotrauxiliarytr-1,,Ese,39_dotrauxiliarytr,a-ka-,a-ka-,a + k a,None,Valenzuela2023,16,,,,( - ) a ( + ) k ( a ),1,"DO (TR.),AUXILIARY (TR.)"
