ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Shell,ConceptInSource
Shan-11_fire-1,,Shan,11_fire,tʃi,tʃi,tʃ i,None,Valenzuela2023,22,,,,( - - ) tʃ i - - ( - - - ),None,Fire
Kat-11_fire-1,,Kat,11_fire,tʃii,tʃii,tʃ i i,None,Valenzuela2023,22,,,,( - - ) tʃ i - i ( - - - ),None,Fire
Ama-11_fire-1,,Ama,11_fire,tʃiʔi,tʃiʔi,tʃ i ʔ i,None,Valenzuela2023,22,,,,( - - ) tʃ i ʔ i ( - - - ),None,Fire
HanKax-11_fire-1,,HanKax,11_fire,tʃi,tʃi,tʃ i,None,Valenzuela2023,22,,,,( - - ) tʃ i - - ( - - - ),None,Fire
Maw-11_fire-1,,Maw,11_fire,tʃi,tʃi,tʃ i,None,Valenzuela2023,22,,,,( - - ) tʃ i - - ( - - - ),None,Fire
Yaw-11_fire-1,,Yaw,11_fire,tʃi,tʃi,tʃ i,None,Valenzuela2023,22,,,,( - - ) tʃ i - - ( - - - ),None,Fire
Kat-12_knee-1,,Kat,12_knee,raβɨʂo,raβɨʂo,r a β ɨ ʂ o,None,Valenzuela2023,30,,,,( - - - - - ) r a - ( β ɨ ʂ - o ),37,Knee
Ama-12_knee-1,,Ama,12_knee,rawoxko,rawoxko,r a w o x k o,None,Valenzuela2023,30,,,,( - - - - - ) r a - ( w o x k o ),37,Knee
Shan-13_blood-1,,Shan,13_blood,imi,imi,i m i,None,Valenzuela2023,4,,,,- i m i,48,Blood
Kat-13_blood-1,,Kat,13_blood,himi,himi,h i m i,None,Valenzuela2023,4,,,,h i m i,48,Blood
Poy-13_blood-1,,Poy,13_blood,ibi,ibi,i b i,None,Valenzuela2023,4,,,,- i b i,48,Blood
Ama-13_blood-1,,Ama,13_blood,himi,himi,h i m i,None,Valenzuela2023,4,,,,h i m i,48,Blood
HanKax-13_blood-1,,HanKax,13_blood,himi,himi,h i m i,None,Valenzuela2023,4,,,,h i m i,48,Blood
Maw-13_blood-1,,Maw,13_blood,imi,imi,i m i,None,Valenzuela2023,4,,,,- i m i,48,Blood
Yaw-13_blood-1,,Yaw,13_blood,imi,imi,i m i,None,Valenzuela2023,4,,,,- i m i,48,Blood
Kor-13_blood-1,,Kor,13_blood,inta,inta,i n.t a,None,Valenzuela2023,4,,,,- i n.t a,48,Blood
Mat-13_blood-1,,Mat,13_blood,imi,imi,i m i,None,Valenzuela2023,4,,,,- i m i,48,Blood
MatMay-13_blood-1,,MatMay,13_blood,imi,imi,i m i,None,Valenzuela2023,4,,,,- i m i,48,Blood
Shan-14_breast-1,,Shan,14_breast,ʂuma,ʂuma,ʂ u m a,None,Valenzuela2023,6,,,,- ʂ u ( m a ),None,Breast
Kat-14_breast-1,,Kat,14_breast,ʃuma,ʃuma,ʃ u m a,None,Valenzuela2023,6,,,,- ʃ u ( m a ),None,Breast
Poy-14_breast-1,,Poy,14_breast,hũba,hũba,h u ~.b a,None,Valenzuela2023,6,,,,- h u ( ~.b a ),None,Breast
Ama-14_breast-1,,Ama,14_breast,xoma,xoma,x o m a,None,Valenzuela2023,6,,,,- x o ( m a ),None,Breast
HanKax-14_breast-1,,HanKax,14_breast,ʂuma,ʂuma,ʂ u m a,None,Valenzuela2023,6,,,,- ʂ u ( m a ),None,Breast
Maw-14_breast-1,,Maw,14_breast,ʂoma,ʂoma,ʂ o m a,None,Valenzuela2023,6,,,,- ʂ o ( m a ),None,Breast
Yaw-14_breast-1,,Yaw,14_breast,ʃuma,ʃuma,ʃ u m a,None,Valenzuela2023,6,,,,- ʃ u ( m a ),None,Breast
Kor-14_breast-1,,Kor,14_breast,ʂuma,ʂuma,ʂ u m a,None,Valenzuela2023,6,,,,- ʂ u ( m a ),None,Breast
Mat-14_breast-1,,Mat,14_breast,ʂuma,ʂuma,ʂ u m a,None,Valenzuela2023,6,,,,- ʂ u ( m a ),None,Breast
MatMay-14_breast-1,,MatMay,14_breast,ʂuma,ʂuma,ʂ u m a,None,Valenzuela2023,6,,,,- ʂ u ( m a ),None,Breast
Shan-15_moonsun-1,,Shan,15_moonsun,faɾi,faɾi,f a ɾ i,None,Valenzuela2023,40,,,,f a ɾ i ( - - ),16,Sun
Kat-15_moonsun-1,,Kat,15_moonsun,βaɾi,βaɾi,β a ɾ i,None,Valenzuela2023,40,,,,β a ɾ i ( - - ),16,Sun
Poy-15_moonsun-1,,Poy,15_moonsun,βaɾi,βaɾi,β a ɾ i,None,Valenzuela2023,40,,,,β a ɾ i ( - - ),16,Sun
Ama-15_moonsun-1,,Ama,15_moonsun,bari,bari,b a r i,None,Valenzuela2023,40,,,,b a r i ( - - ),16,Sun
HanKax-15_moonsun-1,,HanKax,15_moonsun,badi,badi,b a d i,None,Valenzuela2023,40,,,,b a d i ( - - ),16,Sun
Maw-15_moonsun-1,,Maw,15_moonsun,ɸaɾi,ɸaɾi,ɸ a ɾ i,None,Valenzuela2023,40,,,,ɸ a ɾ i ( - - ),16,Sun
Yaw-15_moonsun-1,,Yaw,15_moonsun,βaɾi,βaɾi,β a ɾ i,None,Valenzuela2023,40,,,,β a ɾ i ( - - ),16,Sun
Kor-15_moonsun-1,,Kor,15_moonsun,βaɬi,βaɬi,β a ɬ i,None,Valenzuela2023,40,,,,β a ɬ i ( - - ),16,Sun
Mat-15_moonsun-1,,Mat,15_moonsun,badi,badi,b a d i,None,Valenzuela2023,40,,,,b a d i ( - - ),16,Sun
MatMay-15_moonsun-1,,MatMay,15_moonsun,badiad,badiad,b a d i a d,None,Valenzuela2023,40,,,,b a d i ( a d ),16,Sun
Ama-16_you-1,,Ama,16_you,miya,miya,m i j a,None,Valenzuela2023,47,,,,m i ( j - a - - ),72,You
HanKax-16_you-1,,HanKax,16_you,mia,mia,m i a,None,Valenzuela2023,47,,,,m i ( - - a - - ),72,You
Maw-16_you-1,,Maw,16_you,mia,mia,m i a,None,Valenzuela2023,47,,,,m i ( - - a - - ),72,You
Kor-16_you-1,,Kor,16_you,mi,mi,m i,None,Valenzuela2023,47,,,,m i ( - - - - - ),72,You
Mat-16_you-1,,Mat,16_you,"mi (minbi,mibi,min)",mi_,m i,None,Valenzuela2023,47,,,,m i ( - - - - - ),72,You
MatMay-16_you-1,,MatMay,16_you,"mi (minbi,mibi,min)",mi_,m i,None,Valenzuela2023,47,,,,m i ( - - - - - ),72,You
Ama-17_come-1,,Ama,17_come,βɨ-,βɨ-,β ɨ,None,Valenzuela2023,10,,,,β ɨ,24,Come
HanKax-17_come-1,,HanKax,17_come,bɨ-,bɨ-,b ɨ,None,Valenzuela2023,10,,,,b ɨ,24,Come
Maw-17_come-1,,Maw,17_come,ɸɨ-,ɸɨ-,ɸ ɨ,None,Valenzuela2023,10,,,,ɸ ɨ,24,Come
Yaw-17_come-1,,Yaw,17_come,βɨ-,βɨ-,β ɨ,None,Valenzuela2023,10,,,,β ɨ,24,Come
Kor-17_come-1,,Kor,17_come,βɨ-,βɨ-,β ɨ,None,Valenzuela2023,10,,,,β ɨ,24,Come
Mat-17_come-1,,Mat,17_come,βɨ-,βɨ-,β ɨ,None,Valenzuela2023,10,,,,β ɨ,24,Come
MatMay-17_come-1,,MatMay,17_come,bɨ-,bɨ-,b ɨ,None,Valenzuela2023,10,,,,b ɨ,24,Come
Ama-18_i-1,,Ama,18_i,ɨ,ɨ,ɨ,None,Valenzuela2023,28,,,,- ɨ ( - - - ),11,I
HanKax-18_i-1,,HanKax,18_i,ɨ,ɨ,ɨ,None,Valenzuela2023,28,,,,- ɨ ( - - - ),11,I
Maw-18_i-1,,Maw,18_i,ɨ,ɨ,ɨ,None,Valenzuela2023,28,,,,- ɨ ( - - - ),11,I
Shan-19_flesh-1,,Shan,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Kat-19_flesh-1,,Kat,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Poy-19_flesh-1,,Poy,19_flesh,nãbi,nãbi,n a ~.b i,None,Valenzuela2023,23,,,,( - - ) n a ~.b i,78,Flesh
Ama-19_flesh-1,,Ama,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
HanKax-19_flesh-1,,HanKax,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Maw-19_flesh-1,,Maw,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Yaw-19_flesh-1,,Yaw,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Mat-19_flesh-1,,Mat,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
MatMay-19_flesh-1,,MatMay,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Shan-20_fat-1,,Shan,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Kat-20_fat-1,,Kat,20_fat,ʃɨni,ʃɨni,ʃ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʃ ɨ n i,99,Fat
Poy-20_fat-1,,Poy,20_fat,hãdi,hãdi,h a ~.d i,None,Valenzuela2023,20,,,,( - - ) h a ~.d i,99,Fat
Ama-20_fat-1,,Ama,20_fat,xɨni,xɨni,x ɨ n i,None,Valenzuela2023,20,,,,( - - ) x ɨ n i,99,Fat
HanKax-20_fat-1,,HanKax,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Maw-20_fat-1,,Maw,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Yaw-20_fat-1,,Yaw,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Kor-20_fat-1,,Kor,20_fat,ʃɨni,ʃɨni,ʃ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʃ ɨ n i,99,Fat
Mat-20_fat-1,,Mat,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Shan-21_fingernail-1,,Shan,21_fingernail,mɨtʃiʃi,mɨtʃiʃi,m ɨ tʃ i ʃ i,None,Valenzuela2023,21,,,,( - - ) m ɨ - ( - ) tʃ i ʃ i ( - - - - - ),None,Fingernail
Kat-21_fingernail-1,,Kat,21_fingernail,mɨ̃tʃiʃi,mɨ̃tʃiʃi,m ɨ ∼ tʃ i ʃ i,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) tʃ i ʃ i ( - - - - - ),None,Fingernail
Ama-21_fingernail-1,,Ama,21_fingernail,mɨntsis,mɨntsis,m ɨ n ts i s,None,Valenzuela2023,21,,,,( - - ) m ɨ n ( - ) ts i s - ( - - - - - ),None,Fingernail
HanKax-21_fingernail-1,,HanKax,21_fingernail,mɨ̃tsis,mɨ̃tsis,m ɨ ∼ ts i s,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) ts i s - ( - - - - - ),None,Fingernail
Maw-21_fingernail-1,,Maw,21_fingernail,mɨ̃tsisi,mɨ̃tsisi,m ɨ ∼ ts i s i,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) ts i s i ( - - - - - ),None,Fingernail
Yaw-21_fingernail-1,,Yaw,21_fingernail,mɨtsisi,mɨtsisi,m ɨ ts i s i,None,Valenzuela2023,21,,,,( - - ) m ɨ - ( - ) ts i s i ( - - - - - ),None,Fingernail
Kor-21_fingernail-1,,Kor,21_fingernail,mɨtʃiun,mɨtʃiun,m ɨ tʃ i u n,None,Valenzuela2023,21,,,,( - - ) m ɨ - ( - ) tʃ i - - ( u n - - - ),None,Fingernail
Mat-21_fingernail-1,,Mat,21_fingernail,mɨntis,mɨntis,m ɨ n t i s,None,Valenzuela2023,21,,,,( - - ) m ɨ n ( - ) t i s - ( - - - - - ),None,Fingernail
MatMay-21_fingernail-1,,MatMay,21_fingernail,mɨntsis,mɨntsis,m ɨ n ts i s,None,Valenzuela2023,21,,,,( - - ) m ɨ n ( - ) ts i s - ( - - - - - ),None,Fingernail
Shan-22_footleg-1,,Shan,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Kat-22_footleg-1,,Kat,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Poy-22_footleg-1,,Poy,22_footleg,tay,tay,t a j,None,Valenzuela2023,24,,,,( - - - - ) t a ( - j - - - - - ),103,"Foot,leg"
Ama-22_footleg-1,,Ama,22_footleg,taʔɨ,taʔɨ,t a ʔ ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( ʔ ɨ - - - - - ),103,"Foot,leg"
HanKax-22_footleg-1,,HanKax,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Maw-22_footleg-1,,Maw,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Yaw-22_footleg-1,,Yaw,22_footleg,tai,tai,t a i,None,Valenzuela2023,24,,,,( - - - - ) t a ( - i - - - - - ),103,"Foot,leg"
Kor-22_footleg-1,,Kor,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Mat-22_footleg-1,,Mat,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
MatMay-22_footleg-1,,MatMay,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
HanKax-23_lipedge-1,,HanKax,23_lipedge,kɨbitʃi,kɨbitʃi,k ɨ b i tʃ i,None,Valenzuela2023,32,,,,( - - ) k ɨ ( b i tʃ i - - - - ),59,"Lip,edge"
MatMay-23_lipedge-1,,MatMay,23_lipedge,kwibi,kwibi,kʷ i b i,None,Valenzuela2023,32,,,,( - - ) kʷ i ( b i - - - - - - ),59,"Lip,edge"
Kat-24_cheek-1,,Kat,24_cheek,tamu,tamu,t a m u,None,Valenzuela2023,9,,,,( - - - - ) t a m u,105,Cheek
Poy-24_cheek-1,,Poy,24_cheek,tãbu,tãbu,t !ã/a b u,None,Valenzuela2023,9,,,,( - - - - ) t !ã/a b u,105,Cheek
Ama-24_cheek-1,,Ama,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
HanKax-24_cheek-1,,HanKax,24_cheek,tamu,tamu,t a m u,None,Valenzuela2023,9,,,,( - - - - ) t a m u,105,Cheek
Maw-24_cheek-1,,Maw,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
MatMay-24_cheek-1,,MatMay,24_cheek,tambu,tambu,t a m.b u,'beard',Valenzuela2023,9,,,,( - - - - ) t a m.b u,105,Cheek
Shan-25_mouth-1,,Shan,25_mouth,kɨʂa,kɨʂa,k ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( - - ),None,Mouth
Kat-25_mouth-1,,Kat,25_mouth,kɨʂa,kɨʂa,k ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( - - ),None,Mouth
Poy-25_mouth-1,,Poy,25_mouth,kɨxaa,kɨxaa,k ɨ x a a,None,Valenzuela2023,35,,,,( - - ) k ɨ x a ( - a ),None,Mouth
Ama-25_mouth-1,,Ama,25_mouth,kɨʂa,kɨʂa,k ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( - - ),None,Mouth
HanKax-25_mouth-1,,HanKax,25_mouth,kɨʂ̃a,kɨʂ̃a,k ɨ ʂ !ã/a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ !ã/a ( - - ),None,Mouth
Maw-25_mouth-1,,Maw,25_mouth,kɨʃa,kɨʃa,k ɨ ʃ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʃ a ( - - ),None,Mouth
Yaw-25_mouth-1,,Yaw,25_mouth,kɨha,kɨha,k ɨ h a,None,Valenzuela2023,35,,,,( - - ) k ɨ h a ( - - ),None,Mouth
Ama-26_elbow-1,,Ama,26_elbow,vapoxko,vapoxko,b a p o x k o,None,Valenzuela2023,19,,,,( - - - - - - ) b a ( - ) - - ( p o x k o - - - - ),None,Elbow
HanKax-26_elbow-1,,HanKax,26_elbow,baʂtunku,baʂtunku,b a ʂ t u n k u,None,Valenzuela2023,19,,,,( - - - - - - ) b a ( - ) ʂ - ( t u n - - - - k u ),None,Elbow
Mat-26_elbow-1,,Mat,26_elbow,mɨntʂinβuru,mɨntʂinβuru,m ɨ n tʂ i n β u r u,None,Valenzuela2023,19,,,,( m ɨ n tʂ i n ) β u ( - ) r u ( - - - - - - - - - ),None,Elbow
MatMay-26_elbow-1,,MatMay,26_elbow,mɨntsimpis,mɨntsimpis,m ɨ n ts i m p i s,None,Valenzuela2023,19,,,,( m ɨ n - - - ) - - ( - ) - - ( ts i m p i - - - s ),None,Elbow
ProTa-1_tree-1,,ProTa,1_tree,akʷi,akʷi,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
Tac-1_tree-1,,Tac,1_tree,aki,aki,a k i,None,Valenzuela2023,45,,,,- a k i ( - - ),47,Tree
ReyMar-1_tree-1,,ReyMar,1_tree,-/ekená,ekená,e k e n a,None,Valenzuela2023,45,,,,- e k e ( n á ),47,Tree
Aro-1_tree-1,,Aro,1_tree,acui,acui,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
Mab-1_tree-1,,Mab,1_tree,akwi,akwi,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
Cav-1_tree-1,,Cav,1_tree,akwi,akwi,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
Ese-1_tree-1,,Ese,1_tree,akwi,akwi,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
War-1_tree-1,,War,1_tree,akwi,akwi,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
Ara-1_tree-1,,Ara,1_tree,akui,akui,a kʷ i,None,Valenzuela2023,45,,,,- a kʷ i ( - - ),47,Tree
ProTa-2_tooth-1,,ProTa,2_tooth,e-ce,e-ce,e + tʂ e,None,Valenzuela2023,44,,,,( e + ) tʂ e ( - - - ),96,Tooth
ReyMar-2_tooth-1,,ReyMar,2_tooth,e-ce/etre,e-ce,e + ts e,None,Valenzuela2023,44,,,,( e + ) tʂ e ( - - - ),96,Tooth
Sap-2_tooth-1,,Sap,2_tooth,echee,echee,e tʃ e e,None,Valenzuela2023,44,,,,( e - ) tʃ e ( e - - ),96,Tooth
Mab-2_tooth-1,,Mab,2_tooth,itsi,itsi,i ts i,None,Valenzuela2023,44,,,,( i - ) ts i ( - - - ),96,Tooth
Cav-2_tooth-1,,Cav,2_tooth,e-ce,e-ce,e + ts e,None,Valenzuela2023,44,,,,( e + ) tʂ e ( - - - ),96,Tooth
Ese-2_tooth-1,,Ese,2_tooth,e-se,e-se,e + s e,None,Valenzuela2023,44,,,,( e + ) s e ( - - - ),96,Tooth
War-2_tooth-1,,War,2_tooth,e-sé,e-sé,e + s !é/e,None,Valenzuela2023,44,,,,( e + ) s !é/e ( - - - ),96,Tooth
Tia-2_tooth-1,,Tia,2_tooth,ese,ese,e s e,None,Valenzuela2023,44,,,,( e - ) s e ( - - - ),96,Tooth
Cham-2_tooth-1,,Cham,2_tooth,e-sé,e-sé,e + s !é/e,None,Valenzuela2023,44,,,,( e + ) s !é/e ( - - - ),96,Tooth
Ara-2_tooth-1,,Ara,2_tooth,ese,ese,e s e,None,Valenzuela2023,44,,,,( e - ) s e ( - - - ),96,Tooth
ProTa-3_two-1,,ProTa,3_two,beta,beta,b e t a,None,Valenzuela2023,46,,,,( - - - ) b e t a ( - - - - ),24,Two
Tac-3_two-1,,Tac,3_two,beta,beta,b e t a,None,Valenzuela2023,46,,,,( - - - ) b e t a ( - - - - ),24,Two
ReyMar-3_two-1,,ReyMar,3_two,mbeta/beta,mbeta,m.b e t a,None,Valenzuela2023,46,,,,( - - - ) m.b e t a ( - - - - ),24,Two
Sap-3_two-1,,Sap,3_two,beta,beta,b e t a,None,Valenzuela2023,46,,,,( - - - ) b e t a ( - - - - ),24,Two
Aro-3_two-1,,Aro,3_two,beta,beta,b e t a,None,Valenzuela2023,46,,,,( - - - ) b e t a ( - - - - ),24,Two
Cav-3_two-1,,Cav,3_two,beta,beta,b e t a,None,Valenzuela2023,46,,,,( - - - ) b e t a ( - - - - ),24,Two
Ese-3_two-1,,Ese,3_two,beka,beka,b e k a,None,Valenzuela2023,46,,,,( - - - ) b e k a ( - - - - ),24,Two
War-3_two-1,,War,3_two,beabué,beabué,b e a b u !é/e,None,Valenzuela2023,46,,,,( - - - ) b e - a ( b u !é/e - ),24,Two
Tia-3_two-1,,Tia,3_two,bikapiai,bikapiai,b i k a p i a i,None,Valenzuela2023,46,,,,( - - - ) b i k a ( p i a i ),24,Two
Cham-3_two-1,,Cham,3_two,béka,béka,b !é/e k a,None,Valenzuela2023,46,,,,( - - - ) b !é/e k a ( - - - - ),24,Two
ProTa-4_liver-1,,ProTa,4_liver,takʷa,takʷa,t a kʷ a,None,Valenzuela2023,33,,,,( - - ) t a kʷ a,104,Liver
Tac-4_liver-1,,Tac,4_liver,e-takwa,e-takwa,e + t a kʷ a,None,Valenzuela2023,33,,,,( e + ) t a kʷ a,104,Liver
ReyMar-4_liver-1,,ReyMar,4_liver,e-takwa/-,e-takwa,e + t a kʷ a,None,Valenzuela2023,33,,,,( e + ) t a kʷ a,104,Liver
Cav-4_liver-1,,Cav,4_liver,e-takwa,e-takwa,e + t a kʷ a,None,Valenzuela2023,33,,,,( e + ) t a kʷ a,104,Liver
Ese-4_liver-1,,Ese,4_liver,e-kakwa,e-kakwa,e + k a kʷ a,None,Valenzuela2023,33,,,,( e + ) k a kʷ a,104,Liver
War-4_liver-1,,War,4_liver,e-takwe,e-takwe,e + t a kʷ e,None,Valenzuela2023,33,,,,( e + ) t a kʷ e,104,Liver
Ara-4_liver-1,,Ara,4_liver,etákua,etákua,e t !á/a kʷ a,None,Valenzuela2023,33,,,,( e - ) t !á/a kʷ a,104,Liver
ProTa-5_leaftofan-1,,ProTa,5_leaftofan,pei,pei,p e i,None,Valenzuela2023,31,,,,( - - ) p e - i,None,To fan
Cav-5_leaftofan-1,,Cav,5_leaftofan,pei-,pei-,p e i,None,Valenzuela2023,31,,,,( - - ) p e - i,None,To fan
Ese-5_leaftofan-1,,Ese,5_leaftofan,e-pexi,e-pexi,e + p e x i,None,Valenzuela2023,31,,,,( e + ) p e x i,None,To fan
War-5_leaftofan-1,,War,5_leaftofan,pio-,pio-,p i o,None,Valenzuela2023,31,,,,( - - ) p i - o,None,To fan
ProTa-6_bone-1,,ProTa,6_bone,tʂau,tʂau,tʂ a u,None,Valenzuela2023,5,,,,( - - - ) tʂ a ( - ) u,93,Bone
Tac-6_bone-1,,Tac,6_bone,e-cau,e-cau,e + ʈʂ a u,None,Valenzuela2023,5,,,,( - e + ) tʂ a ( - ) u,93,Bone
ReyMar-6_bone-1,,ReyMar,6_bone,e-cao/etrá,e-cao,e + ts a o,None,Valenzuela2023,5,,,,( - e + ) ts a ( - ) o,93,Bone
Cav-6_bone-1,,Cav,6_bone,e-cao,e-cao,e + ts a o,None,Valenzuela2023,5,,,,( - e + ) tʂ a ( - ) o,93,Bone
Ese-6_bone-1,,Ese,6_bone,e-sá,e-sá,e + s !á/a,None,Valenzuela2023,5,,,,( - e + ) s !á/a ( - ) -,93,Bone
War-6_bone-1,,War,6_bone,e-sá,e-sá,e + s !á/a,None,Valenzuela2023,5,,,,( - e + ) s !á/a ( - ) -,93,Bone
ProTa-7_tongue-1,,ProTa,7_tongue,ana,ana,a n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( - ) a,46,Tongue
Tac-7_tongue-1,,Tac,7_tongue,y-ana,y-ana,j + a n a,None,Valenzuela2023,43,,,,( - j + ) - a n ( - ) a,46,Tongue
ReyMar-7_tongue-1,,ReyMar,7_tongue,y-ana/eana,y-ana,j + a n a,None,Valenzuela2023,43,,,,( - j + ) - a n ( - ) a,46,Tongue
Sap-7_tongue-1,,Sap,7_tongue,eana,eana,e a n a,None,Valenzuela2023,43,,,,( - - e ) - a n ( - ) a,46,Tongue
Cav-7_tongue-1,,Cav,7_tongue,y-ana,y-ana,j + a n a,None,Valenzuela2023,43,,,,( - j + ) - a n ( - ) a,46,Tongue
Ese-7_tongue-1,,Ese,7_tongue,eyana,eyana,e j a n a,None,Valenzuela2023,43,,,,( e j - ) - a n ( - ) a,46,Tongue
War-7_tongue-1,,War,7_tongue,y-ana,y-ana,j + a n a,None,Valenzuela2023,43,,,,( - j + ) - a n ( - ) a,46,Tongue
Tia-7_tongue-1,,Tia,7_tongue,yana,yana,j a n a,None,Valenzuela2023,43,,,,( - j - ) - a n ( - ) a,46,Tongue
Ara-7_tongue-1,,Ara,7_tongue,eána,eána,e !á/a n a,None,Valenzuela2023,43,,,,( e - - ) - !á/a n ( - ) a,46,Tongue
ProTa-8_hand-1,,ProTa,8_hand,me-,me-,m e,None,Valenzuela2023,27,,,,( - - ) m e ( - - - - - - ),70,Hand
Tac-8_hand-1,,Tac,8_hand,e-me,e-me,e + m e,None,Valenzuela2023,27,,,,( e + ) m e ( - - - - - - ),70,Hand
ReyMar-8_hand-1,,ReyMar,8_hand,-/emechuja,emechuja,e m e tʃ u j a,None,Valenzuela2023,27,,,,( e - ) m e ( - - tʃ u j a ),70,Hand
Sap-8_hand-1,,Sap,8_hand,eme,eme,e m e,None,Valenzuela2023,27,,,,( e - ) m e ( - - - - - - ),70,Hand
Aro-8_hand-1,,Aro,8_hand,eme,eme,e m e,None,Valenzuela2023,27,,,,( e - ) m e ( - - - - - - ),70,Hand
Cav-8_hand-1,,Cav,8_hand,e-me,e-me,e + m e,None,Valenzuela2023,27,,,,( e + ) m e ( - - - - - - ),70,Hand
Ese-8_hand-1,,Ese,8_hand,e-me,e-me,e + m e,None,Valenzuela2023,27,,,,( e + ) m e ( - - - - - - ),70,Hand
War-8_hand-1,,War,8_hand,e-mé,e-mé,e + m !é/e,None,Valenzuela2023,27,,,,( e + ) m !é/e ( - - - - - - ),70,Hand
Ara-8_hand-1,,Ara,8_hand,emã,emã,e m !ã/a,None,Valenzuela2023,27,,,,( e - ) m !ã/a ( - - - - - - ),70,Hand
ProTa-9_night-1,,ProTa,9_night,meta,meta,m e t a,None,Valenzuela2023,37,,,,( - - - ) m e t a ( - - - - - ),71,"Night,tomorrow"
Tac-9_night-1,,Tac,9_night,mueta,mueta,m ue t a,None,Valenzuela2023,37,,,,( - - - ) m ue t a ( - - - - - ),71,"Night,tomorrow"
ReyMar-9_night-1,,ReyMar,9_night,-/maita,maita,m ai t a,None,Valenzuela2023,37,,,,( - - - ) m ai t a ( - - - - - ),71,"Night,tomorrow"
